'	57597:9052:74:84
topeka	48444:18642:3249:673 54819:32001:4043:572
trains	58887:26281:2430:437
treated	16495:28805:3026:471
treaty	3199:39455:2604:588 13196:49534:2802:555
trial	28501:13493:1761:471
tried	4688:4054:2232:605
troubles	51445:29192:2877:403
true	30981:14402:1686:386
two	29964:11828:1587:370
ultimate	39216:24464:3423:487
uni	20340:14755:1810:487
united	10740:39405:3001:487
university	8681:27947:4514:656 5308:9018:4588:689 23862:34155:5134:504
upholstery	43929:36208:5655:689
upon	35049:25440:1959:471 22721:3432:1959:471
urging	19521:59090:2827:639
urious	43433:26769:2158:370
use	61938:12501:1265:269
utah	40382:4071:2133:487
uure	26888:38345:1860:336
vacancy	11881:55759:3348:487
valley	16247:62338:3100:689
vegas	50428:27778:3026:471
versity	2257:15529:2951:656
viable	2306:28737:2554:487
wall	54099:36275:2306:538
wallace	43334:15142:7664:689
waltham	25201:45327:4216:386
want	30758:20325:2034:370 5903:32153:2083:370
was	9996:58384:1562:336 37306:39152:1513:319 10839:51384:1562:302 3373:19803:1537:302 2381:23875:1562:302
watches	29815:45344:4018:437
watjhmaker	29790:43190:6027:487
we	43384:11777:1066:386
wedding	26566:50324:3844:370
weddings	43607:54110:4316:673 24110:54480:4564:656
weeks	11633:17195:2778:555
well	35520:23639:1612:471
well-condncted	51321:26802:5233:420
went	20067:13207:2058:403
were	31428:11071:1984:302
wheatley	5283:7436:4192:673 17983:12333:4117:605
when	14833:32893:2505:471 29493:39001:2207:471
which	32321:7487:2430:487 43408:25641:2108:403
who	20464:26348:1661:454 2331:31211:1686:471 13742:34508:1761:487 5655:22916:1661:471
widespread	35719:18592:4762:639
wil	45889:25658:1190:386
wilde	22969:39792:3869:437
wilkinson	44078:38732:9252:706
will	19471:54834:1488:487 7391:4054:1537:487 14510:4862:1562:487 28029:25271:1463:471
win	20464:21284:1711:622
with	27508:55321:1761:454 18504:8278:1810:487 13617:23740:1860:471 30708:29696:1810:471 6226:39405:1909:471 58614:54211:1810:487 18529:15563:1860:487 12526:14755:1860:487 13121:18827:1835:487
work	61268:13477:1984:487
worst	24631:21132:2331:370
would	2381:42669:2604:471 35620:7487:2554:487
y-3	43731:62455:2753:639
yachting	50527:3297:4588:706
yale	24011:1733:2306:487
year	4167:27274:1835:487
yell	15949:34525:1562:588
yield	12154:48591:2083:639
york	8185:10684:2207:471 59209:42366:4142:555 60549:59915:2753:572
young	6077:41205:2629:487 29170:38345:2654:471 5655:34660:2678:454 32395:39152:2604:487
ze3	30063:59477:1438:471
